Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb,Age
156665,Brown,Australian Silky Terrier,TOBI,Desexed Male,CRAIGMORE,4
156666,White,Jack Russell Terrier,BOOTS,Male,CRAIGMORE,10
156667,Brindle,Staffordshire Bull Terrier,BRUNO,Male,DAVOREN PARK,12
156668,Brindle,American Staffordshire Terrier,Bandit,Male,ELIZABETH NORTH,10
156669,White,Maltese X,FLUFFY GIRL,Desexed Female,ANDREWS FARM,6
156670,White,Jack Russell Terrier X,MARLEY,Male,ANDREWS FARM,6
156671,Tan,Pomeranian,LUNA,Desexed Female,ELIZABETH PARK,14
156672,White,Maltese X,BUDDY,Desexed Male,ANDREWS FARM,8
156673,White,Shih Tzu X,HOLLY,Desexed Female,BLAKEVIEW,12
156674,Black/White,American Staffordshire Terrier Cross,JESSIE,Desexed Male,WATERLOO CORNER,1
156675,Tan,Maltese X,TEDDY,Male,CRAIGMORE,7
156676,Black,Rottweiler X,DIESEL,Desexed Male,MUNNO PARA WEST,8
156677,Black /Tan,Alaskan Malamute,DUKE,Male,HILLBANK,4
156678,Black/White,Maltese X,SCRUFFY,Male,ANDREWS FARM,8
156679,Cream,Maltese X,MILO,Male,CRAIGMORE,11
156680,Fawn,Pug,CHIKO,Male,ANDREWS FARM,13
156681,Black,Staffordshire Bull Terrier X,chico,Desexed Male,ELIZABETH DOWNS,1
156682,White,Australian Silky Terrier X,MISSY,Desexed Female,CRAIGMORE,7
156683,Black,Australian Kelpie X,DIESEL,Male,CRAIGMORE,1
156684,Brown,Pomeranian X,WICKET,Desexed Male,ANDREWS FARM,1
156685,White/Brown,Maltese X,chewie,Desexed Male,ANDREWS FARM,6
156686,Red,American Staffordshire Terrier,BELLA,Desexed Female,SMITHFIELD PLAINS,13
156687,White/Brown/Black,Beagle X,MISSY,Desexed Female,ANDREWS FARM,6
156688,Blue,Shar Pei,GEORGIE,Male,MUNNO PARA WEST,7
156689,Black,Staffordshire Bull Terrier X,JAKE JECKLE,Desexed Male,ELIZABETH GROVE,8
156690,Black,Golden Retriever X,ZACKEY,Desexed Male,BLAKEVIEW,14
156691,Chocolate,Labrador Retriever X,CHICO,Male,DAVOREN PARK,1
156692,Red,Boxer,MOLLY,Female,ELIZABETH EAST,2
156693,Tan,Staffordshire Bull Terrier X,BONNIE,Desexed Female,CRAIGMORE,5
156694,Brown/White,Maltese X,CHARLIE,Male,ELIZABETH DOWNS,14
156695,Blue,Australian Cattle Dog,WINNIE,Female,ELIZABETH DOWNS,7
156696,Red,Australian Cattle Dog,GRACIE,Female,ELIZABETH DOWNS,9
156697,Caramel,Maltese X,BASIL,Desexed Male,ELIZABETH DOWNS,10
156698,Black,Staffordshire Bull Terrier,DOZER,Male,SMITHFIELD PLAINS,5
156699,White,Maltese X,TIPPY,Male,CRAIGMORE,5
156700,White,Maltese X,angel,Desexed Female,CRAIGMORE,1
156701,Tri-Colored,Border Collie,SAMMY,Desexed Female,ANDREWS FARM,10
156702,Apricot,Border Collie X,SNOWY,Desexed Male,ANDREWS FARM,4
156703,White,Maltese X,MOLLY,Desexed Female,CRAIGMORE,9
156704,Brindle,Akita,SOPHIE,Female,ANDREWS FARM,7
156705,Black/White,Labrador Retriever X,BENJI (BOY),Male,CRAIGMORE,5
156706,Grey,Poodle (Miniature),PIP,Male,CRAIGMORE,1
156707,Brown/White,Fox Terrier (Smooth)  X,molly,Desexed Female,CRAIGMORE,1
156708,White,Fox Terrier (Smooth)  X,LUCKY,Male,CRAIGMORE,8
156709,Tan,Staffordshire Bull Terrier,LAYLA,Desexed Female,CRAIGMORE,9
156710,White,Poodle X,BONNIE,Female,ANDREWS FARM,11
156711,White/Red,Jack Russell Terrier X,TC,Desexed Male,CRAIGMORE,7
156712,Light Brown,Pomeranian X,frosty???,Female,ANDREWS FARM,10
156713,Tan,German Shepherd Dog,zoe,Male,DAVOREN PARK,4
156714,White/Red,Boxer,ROCKY,Desexed Male,MUNNO PARA WEST,7
156715,White,Shih Tzu,MOLLY,Male,DAVOREN PARK,11
156716,Black,Labrador Retriever X,TOBY,Male,CRAIGMORE,9
156717,Apricot,Maltese X,GIZMO,Desexed Female,CRAIGMORE,5
156718,White,Maltese X,MOLLY,Desexed Female,CRAIGMORE,3
156719,White,Maltese X,TEDDY,Desexed Male,CRAIGMORE,2
156720,Tri-Colored,Tenterfield Terrier,COOPER,Desexed Male,CRAIGMORE,13
156721,Black,Labrador Retriever,JAKE,Male,CRAIGMORE,2
156722,Light Brown,Rottweiler X,LAYLA,Desexed Female,CRAIGMORE,2
156723,White,Maltese X,MOLLY,Desexed Female,ELIZABETH DOWNS,14
156724,White,Tenterfield Terrier X,OSCAR,Male,ELIZABETH DOWNS,7
156725,Blue,Australian Cattle Dog,MINI,Female,CRAIGMORE,1
156726,Black/Grey,Australian Stumpy Tail Cattle Dog X,STUMPY,Male,ELIZABETH EAST,7
156727,Brown,Boxer X,HARLEY,Male,ANDREWS FARM,1
156728,Gold,Labrador Retriever,THOMAS,Male,ANDREWS FARM,10
156729,Black /Tan,Rottweiler X,LANA,Female,CRAIGMORE,12
156730,Black/Tan/White,Tenterfield Terrier X,millie,Female,ELIZABETH DOWNS,5
156731,Ginger,Boxer X,SHEEBA,Female,SMITHFIELD PLAINS,11
156732,White,Maltese,JESSIE,Desexed Female,DAVOREN PARK,7
156733,Black/White,Maltese X,BENSON,Male,CRAIGMORE,9
156734,Brown,Labrador Retriever X,lillijana,Female,MUNNO PARA,5
156735,White,Staffordshire Bull Terrier,FOOSE,Male,ANDREWS FARM,14
156736,Black /Tan,Rottweiler X,LUCKY,Male,ELIZABETH DOWNS,13
156737,Tan,Australian Silky Terrier,TREACLE,Desexed Female,BLAKEVIEW,6
156738,Brindle,Mastiff,KITTY,Female,CRAIGMORE,14
156739,Brown,Hungarian Vizsla,TE'A,Desexed Female,ULEYBURY,7
156740,Blue,Great Dane,NELSON,Male,HILLBANK,1
156741,Black/White,Schnauzer (Miniature),SHADOW,Female,ELIZABETH NORTH,11
156742,White,Bull Terrier X,JESSIE,Female,ELIZABETH VALE,13
156743,Black,Staffordshire Bull Terrier X,JAX,Desexed Male,CRAIGMORE,10
156744,Black,Staffordshire Bull Terrier X,CHARLI,Female,ELIZABETH VALE,14
156745,White,Shih Tzu X,ABBY,Desexed Female,MUNNO PARA WEST,6
156746,Black,Poodle X,BUTTONS,Desexed Female,SMITHFIELD PLAINS,7
156747,Black/White,Poodle X,DAISY,Desexed Female,SMITHFIELD PLAINS,9
156748,Red,Australian Cattle Dog,NITRO,Desexed Male,DAVOREN PARK,10
156749,Blue,Australian Cattle Dog,SPARKY,Female,DAVOREN PARK,9
156750,Black,Staffordshire Bull Terrier X,BRUNO,Male,ANDREWS FARM,10
156751,White,Maltese X,LIL,Desexed Female,CRAIGMORE,9
156752,Black,Labrador Retriever X,MEEKA,Desexed Female,CRAIGMORE,10
156753,White,Australian Cattle Dog X,GEORGE,Male,CRAIGMORE,12
156754,White,Bull Terrier X,DIESEL,Male,SMITHFIELD,9
156755,Tan,Staffordshire Bull Terrier X,SCOOBY,Male,PENFIELD,3
156756,Red,Hungarian Vizsla,BELLA,Desexed Female,CRAIGMORE,13
156757,Tri-Colored,Chihuahua,CHILLI,Desexed Male,CRAIGMORE,2
156758,Tan/White,Jack Russell Terrier,MILO,Desexed Male,CRAIGMORE,3
156759,Brown/White,Border Collie,BASIL,Desexed Male,CRAIGMORE,9
156760,Gold,Labrador Retriever,SPENCER,Desexed Male,CRAIGMORE,13
156761,Tan,Fauve De Bretagne,MILO,Desexed Male,CRAIGMORE,8
156762,Black/Tan/White,Fox Terrier (Smooth),KATIE,Desexed Female,ELIZABETH DOWNS,5
156763,Brown/Black,Belgian Shepherd Dog,REX,Male,ELIZABETH DOWNS,5
156764,White,Fox Terrier (Smooth)  X,LUCKY,Male,DAVOREN PARK,2
156765,Black/Grey,Australian Cattle Dog,BOZLEY,Desexed Male,ELIZABETH DOWNS,10
156766,Tan/White,American Staffordshire Terrier,BUTTERS,Desexed Female,CRAIGMORE,5
156767,Gold,Golden Retriever,LUCY,Desexed Female,ANDREWS FARM,1
156768,Blue/Roan,Australian Cattle Dog X,MAX,Desexed Male,SMITHFIELD PLAINS,1
156769,Sable,Alaskan Malamute,KOBE,Male,CRAIGMORE,4
156770,Brindle,Great Dane X,RAMBO,Desexed Male,ANDREWS FARM,8
156771,White,Maltese X,BUNDY WOOD,Desexed Male,ANDREWS FARM,1
156772,White,Maltese X,BAILEY WOOD,Desexed Male,ANDREWS FARM,1
156773,Tan/Black,Rhodesian Ridgeback X,REX,Male,DAVOREN PARK,6
156774,White,German Shepherd Dog,DIESAL,Desexed Male,ELIZABETH SOUTH,11
156775,White/Black,Jack Russell Terrier,SQUIRT,Male,DAVOREN PARK,14
156776,Fawn,Golden Retriever X,LAINIE,Female,ELIZABETH GROVE,11
156777,Brown/White,Maltese X,ROXY,Female,SMITHFIELD PLAINS,3
156778,Brown/White,Shih Tzu X,SCRAPPY,Female,DAVOREN PARK,9
156779,White,Maltese X,JOJO,Female,DAVOREN PARK,7
156780,Blue,Staffordshire Bull Terrier,Terra,Female,ELIZABETH GROVE,12
156781,Tan,Staffordshire Bull Terrier,SAXON,Male,ELIZABETH DOWNS,5
156782,White,Bull Terrier X,Cheech,Male,ELIZABETH GROVE,2
156783,Fawn,Pug,Max,Male,ELIZABETH,8
156784,Black /Tan,Rottweiler X,SASCHA,Desexed Female,DAVOREN PARK,2
156785,Black /Tan,Yorkshire Terrier,HOLLIE,Desexed Female,BLAKEVIEW,10
156786,White,Maltese X,CHARLIE,Desexed Male,MUNNO PARA WEST,10
156787,Black /Tan,Rottweiler,OTIS,Male,PENFIELD GARDENS,14
156788,Gold/Brown,Akita X,PEARL,Female,DAVOREN PARK,11
156789,Brown/White,Akita X,BOOTS,Female,DAVOREN PARK,13
156790,Black/Grey,Shar Pei X,WINSTON,Desexed Male,DAVOREN PARK,8
156791,Black/White,Staffordshire Bull Terrier X,ODIE,Desexed Male,ELIZABETH,9
156792,Cream,Maltese X,JASMINE,Female,DAVOREN PARK,6
156793,White,Maltese X,SLOPPY,Male,ELIZABETH DOWNS,13
156794,Black,Cocker Spaniel X,NONAME,Female,CRAIGMORE,14
156795,White,Shih Tzu X,NELSON,Desexed Male,BLAKEVIEW,8
156796,White,Lhasa Apso X,STEVIE,Desexed Male,MACDONALD PARK,8
156797,Black,Australian Kelpie X,HAILE,Female,ELIZABETH NORTH,4
156798,Tan/White,Maltese X,INDIANNA,Female,CRAIGMORE,9
156799,Tan,Chihuahua,ARCHIE,Male,CRAIGMORE,8
156800,White,Maltese X,Bailey,Male,CRAIGMORE,8
156801,Red,Pomeranian X,Tara,Desexed Female,CRAIGMORE,2
156802,White,Staffordshire Bull Terrier,Rebel,Male,CRAIGMORE,9
156803,White,Maltese X,Barley,Desexed Male,CRAIGMORE,8
156804,White,Maltese X,BRADLEY,Desexed Male,CRAIGMORE,8
156805,Blue,Coolie,JACK,Male,ELIZABETH DOWNS,6
156806,White,Maremma Sheepdog,TINKERBELL,Desexed Female,CRAIGMORE,8
156807,White,Bull Terrier,NIGEL,Male,DAVOREN PARK,5
156808,Tan,Shar Pei,BISCUIT,Female,ELIZABETH VALE,8
156809,Silver/Black,Bearded Collie,TILLY,Female,MUNNO PARA WEST,2
156810,Tan,Rottweiler X,SHELBY,Female,CRAIGMORE,12
156811,Tan,Pomeranian X,BOLT,Male,CRAIGMORE,6
156812,Tan,Pug X,SULLY,Desexed Male,CRAIGMORE,6
156813,Brown,Staffordshire Bull Terrier X,FLUKE,Desexed Female,MUNNO PARA WEST,13
156814,Black /Tan,Rottweiler,KANE,Male,MUNNO PARA WEST,13
156815,Tan/White,Jack Russell Terrier,MAX,Desexed Male,CRAIGMORE,8
156816,Blue,Collie (Rough),TRIXIE,Female,ANDREWS FARM,8
156817,Tri-Colored,Lhasa Apso,FEFE,Female,ELIZABETH GROVE,8
156818,Black,German Shepherd Dog X,MACK,Male,CRAIGMORE,8
156819,Black,Rottweiler,DIESEL,Male,CRAIGMORE,5
156820,Brindle/Black,American Staffordshire Terrier Cross,KAYLA,Female,CRAIGMORE,6
156821,Black/White,Chihuahua X,LUKE,Male,ELIZABETH DOWNS,2
156822,Black/Gold,German Shepherd Dog,ELLA-BELLA,Female,ANDREWS FARM,13
156823,Tan,German Spitz X,FOXY,Female,ELIZABETH DOWNS,12
156824,Black/Gold,German Shepherd Dog,HEIDI,Female,ANDREWS FARM,14
156825,Grey,American Staffordshire Terrier Cross,RAGNAR,Male,CRAIGMORE,12
156826,Fawn,Staffordshire Bull Terrier X,CHARLI,Desexed Female,CRAIGMORE,5
156827,Tri-Colored,Fox Terrier (Smooth)  X,DEXTER,Desexed Male,ELIZABETH DOWNS,8
156828,Tan/White,Jack Russell Terrier X,ARNIE,Desexed Male,ELIZABETH DOWNS,2
156829,White,American Staffordshire Terrier Cross,BRUCE,Male,CRAIGMORE,14
156830,Black /Tan,Belgian Shepherd Dog X,ROCKY,Desexed Male,ELIZABETH GROVE,2
156831,Tan,Great Dane X,BETTY,Desexed Female,CRAIGMORE,9
156832,Black /Tan,Australian Kelpie X,ZEUS,Desexed Male,CRAIGMORE,1
156833,Harlequin,Great Dane,DUC,Desexed Male,CRAIGMORE,10
156834,White/Red,Anatolian Shepherd Dog,COOPER,Desexed Male,CRAIGMORE,2
156835,Black/White,Staffordshire Bull Terrier X,BONNIE,Female,CRAIGMORE,8
156836,White,Shih Tzu,OTTI,Male,CRAIGMORE,2
156837,Tan,Tenterfield Terrier X,BENTLEY,Desexed Male,CRAIGMORE,9
156838,Tan,Staffordshire Bull Terrier X,JAGGER,Male,CRAIGMORE,13
156839,Brindle,Boxer,BRIAH,Female,CRAIGMORE,10
156840,Brown/White,Whippet X,RUBY,Female,CRAIGMORE,11
156841,Black,Labrador Retriever X,JET,Desexed Female,CRAIGMORE,10
156842,Tan/White,British Bulldog,SAHAR,Female,ELIZABETH DOWNS,1
156843,White,Maltese X,TEDDY,Male,CRAIGMORE,3
156844,White,Maltese,SAM,Male,CRAIGMORE,8
156845,Tan/White,Shih Tzu X,OSCAR,Male,CRAIGMORE,13
156846,Apricot,Fox Terrier (Smooth)  X,MISSY,Female,CRAIGMORE,10
156847,Tan,Chihuahua,BELLA,Female,CRAIGMORE,2
156848,Brown/White,Shih Tzu X,HONEY,Female,SMITHFIELD PLAINS,7
156849,Tri-Colored,Australian Silky Terrier,BELLA,Desexed Female,CRAIGMORE,4
156850,Brown,Staffordshire Bull Terrier X,RICKY,Male,CRAIGMORE,6
156851,Tan/White,Staffordshire Bull Terrier X,HARLEY,Desexed Male,ELIZABETH DOWNS,13
156852,Blue,Australian Terrier,BLUEY,Male,ELIZABETH PARK,5
156853,Blue,Australian Terrier,BUNYA,Female,ELIZABETH PARK,4
156854,Blue,Australian Terrier,BANGLES,Female,ELIZABETH PARK,10
156855,White,Poodle,JASPA,Desexed Male,SMITHFIELD,5
156856,Tan/White,Bassett Hound,BORIS,Male,SMITHFIELD PLAINS,2
156857,Tri-Colored,Bassett Hound,ANGEL,Desexed Female,SMITHFIELD PLAINS,1
156858,Black/White,Staffordshire Bull Terrier X,BOSS,Desexed Male,ANDREWS FARM,12
156859,White/Brown,Fox Terrier (Smooth),BOSS,Male,ELIZABETH DOWNS,3
156860,White,Maltese X,TIMMY,Male,CRAIGMORE,14
156861,Brindle,Staffordshire Bull Terrier,DEISEL,Male,ELIZABETH DOWNS,14
156862,Tan,Staffordshire Bull Terrier X,MILLIE,Desexed Female,MUNNO PARA WEST,12
156863,Brown/White,Pomeranian X,RUBEE,Desexed Female,ELIZABETH EAST,1
156864,Black /Tan,Rottweiler,CHEEKO,Female,DAVOREN PARK,10
156865,Black /Tan,Australian Silky Terrier,JIMMY,Desexed Male,DAVOREN PARK,13
156866,Tan/White,Chihuahua,LEWIS,Desexed Male,ELIZABETH DOWNS,9
156867,Tan,American Staffordshire Terrier,LILO,Female,BLAKEVIEW,11
156868,Black/Brown,Poodle X,SCRUFFY,Desexed Male,DAVOREN PARK,7
156869,Black /Tan,German Shepherd Dog,LEE,Male,CRAIGMORE,7
156870,Black /Tan,German Shepherd Dog,YUELLY,Female,ELIZABETH DOWNS,6
156871,Blue/Roan,Australian Cattle Dog X,LUCKY,Female,ELIZABETH DOWNS,4
156872,Black /Tan,Rottweiler,LUCY,Female,CRAIGMORE,2
156873,Gold,X Breed,KIMBA,Desexed Female,CRAIGMORE,6
156874,Tan/White,Jack Russell Terrier,PEPPERJACK,Female,CRAIGMORE,6
156875,Black /Tan,Chihuahua X,BILLY,Desexed Male,ELIZABETH NORTH,10
156876,Fawn,Pug X,HARLEY,Male,ELIZABETH EAST,5
156877,Tan,Australian Cattle Dog X,ROXY,Female,ANDREWS FARM,2
156878,Brindle,Mastiff X,ROXY,Female,SMITHFIELD PLAINS,11
156879,White,Jack Russell Terrier X,NUGGETT,Desexed Male,CRAIGMORE,12
156880,White,Jack Russell Terrier X,SCOUT,Female,CRAIGMORE,5
156881,White,Samoyed X,GYPSY,Female,MUNNO PARA,3
156882,White,Maltese,FLETCHER,Desexed Male,CRAIGMORE,10
156883,Red,Australian Cattle Dog,BEAR,Male,DAVOREN PARK,10
156884,Red,Rhodesian Ridgeback,FLYNN,Desexed Female,CRAIGMORE,7
156885,Black,Rottweiler X,CHARLIE,Desexed Male,CRAIGMORE,6
156886,Brown/White,Maltese X,MOLLY,Desexed Female,CRAIGMORE,14
156887,Black /Tan,German Shepherd Dog,ELLA,Desexed Female,BLAKEVIEW,9
156888,White,Boxer,BODIE,Desexed Male,CRAIGMORE,7
156889,Brown,Staffordshire Bull Terrier X,MITCH,Male,CRAIGMORE,12
156890,Black,Great Dane,GEORGIE,Female,ELIZABETH GROVE,11
156891,Black/Brindle,Staffordshire Bull Terrier,JESSE,Desexed Female,CRAIGMORE,7
156892,Brindle,Staffordshire Bull Terrier X,TOES,Female,ELIZABETH PARK,11
156893,Black/Brindle,Staffordshire Bull Terrier,DAISY,Female,ELIZABETH DOWNS,8
156894,Gold,Poodle (Miniature) X,NUGGET,Desexed Male,CRAIGMORE,7
156895,Black /Tan,German Shepherd Dog,DAKOTA,Female,ELIZABETH NORTH,7
156896,Black /Tan,Jack Russell Terrier X,PEPPA,Desexed Male,BLAKEVIEW,7
156897,Tan,Australian Kelpie X,ROCKY,Male,CRAIGMORE,2
156898,Grey,Chihuahua X,CHIKO,Male,DAVOREN PARK,3
156899,Gold,Staffordshire Bull Terrier X,Nikita,Female,SMITHFIELD PLAINS,14
156900,Gold,Cocker Spaniel,MOLLY,Desexed Female,MUNNO PARA,8
156901,Black/White,Maltese X,NIKITA,Female,ELIZABETH DOWNS,8
156902,Black,Maltese X,TOBY,Male,ELIZABETH DOWNS,3
156903,White,Maltese X,CASSIE,Female,CRAIGMORE,10
156904,Ginger,Chihuahua,BELLA,Female,ELIZABETH SOUTH,14
156905,White,Maltese X,MOLLY,Desexed Female,CRAIGMORE,8
156906,Black/White,Maltese X,FREDA,Female,ELIZABETH EAST,5
156907,Apricot,Maltese X,PIPPA,Desexed Female,SMITHFIELD PLAINS,5
156908,Brown/White,Maltese X,OLLY MATHEWS,Male,DAVOREN PARK,9
156909,Tri-Colored,Beagle,DAISY,Female,CRAIGMORE,2
156910,Brown,Chihuahua X,BROWN BROWN,Desexed Male,CRAIGMORE,2
156911,White,Maltese X,COCO,Desexed Female,CRAIGMORE,14
156912,Tri-Colored,Beagle,BUSTER,Female,CRAIGMORE,4
156913,White,Maltese X,DAISY,Desexed Female,ELIZABETH DOWNS,12
156914,White,Maltese X,ANNABELLE,Desexed Female,ELIZABETH DOWNS,9
156915,Brown/White,Cavalier King Charles Spaniel,BEAR,Desexed Male,CRAIGMORE,11
156916,Light Brown,Staffordshire Bull Terrier X,Morris,Desexed Male,HILLBANK,4
156917,Blenheim,Cavalier King Charles Spaniel,PRECIOUS,Desexed Female,CRAIGMORE,9
156918,Grey,Siberian Husky X,MAX,Desexed Male,DAVOREN PARK,5
156919,White/Black,Shih Tzu,FLUFFY,Male,SMITHFIELD PLAINS,10
156920,Black /Tan,Rottweiler,Bentley,Male,HILLBANK,6
156921,Tan/White,Shih Tzu,HOLLY,Female,SMITHFIELD PLAINS,2
156922,Brindle,British Bulldog,BORIS,Male,CRAIGMORE,3
156923,Blue/Roan,Australian Cattle Dog X,INDY,Desexed Male,MUNNO PARA DOWNS,3
156924,Tri-Colored,Beagle,ARCHIE,Male,CRAIGMORE,10
156925,Black/White,Border Collie X,SOPHIE,Desexed Female,ELIZABETH DOWNS,10
156926,Tan/White,Maltese X,RUBY,Desexed Female,CRAIGMORE,9
156927,Black,Schnauzer,ROSIE,Desexed Female,CRAIGMORE,2
156928,Red,Staffordshire Bull Terrier,ROSIE,Female,ELIZABETH DOWNS,11
156929,Brown,Shih Tzu,MILO,Male,SMITHFIELD PLAINS,11
156930,Brindle/White,Mastiff X,AHLI,Desexed Male,ELIZABETH DOWNS,1
156931,Grey,Maltese X,BREWSTER,Desexed Male,CRAIGMORE,4
156932,Black,Staffordshire Bull Terrier X,MAXIE,Desexed Male,ELIZABETH DOWNS,5
156933,Black,Miniature Pinscher X,EDDIE,Desexed Male,ANGLE VALE,4
156934,Blue,Staffordshire Bull Terrier,TERRA,Male,CRAIGMORE,13
156935,Gold,Golden Retriever X,BRANDY,Female,CRAIGMORE,5
156936,White,Poodle,SIMBA,Female,CRAIGMORE,12
156937,Brindle/White,Staffordshire Bull Terrier X,TEEKA,Desexed Female,CRAIGMORE,4
156938,Black /Tan,Staffordshire Bull Terrier X,MAJOR,Male,ELIZABETH DOWNS,9
156939,Apricot,Poodle (Toy),BELLA,Female,CRAIGMORE,7
156940,Black /Tan,Jack Russell Terrier X,BOOGA,Male,MUNNO PARA,5
156941,Black /Tan,Rottweiler,KAASI,Female,ANDREWS FARM,10
156942,Gold,Labrador Retriever,SUMMER,Desexed Female,ANDREWS FARM,6
156943,Brown/Black,Staffordshire Bull Terrier X,TIPPY,Male,MUNNO PARA WEST,9
156944,Brown,Australian Kelpie X,TILLY,Female,CRAIGMORE,7
156945,Brown,Rottweiler X,SUMO,Female,ELIZABETH DOWNS,14
156946,Black /Tan,Rottweiler,CANE,Desexed Male,ELIZABETH DOWNS,5
156947,Black,Australian Cattle Dog X,MISTER,Desexed Male,DAVOREN PARK,10
156948,Fawn,Maltese,VALERIAH,Female,ELIZABETH DOWNS,8
156949,Apricot,Poodle,LUCY,Female,ELIZABETH DOWNS,9
156950,White,Maltese X,BUDDY,Male,ELIZABETH DOWNS,6
156951,White/Brown,King Charles Spaniel,DISNEY,Desexed Female,ELIZABETH DOWNS,14
156952,White,Staffordshire Bull Terrier X,BUDDY,Desexed Male,ELIZABETH PARK,11
156953,Brindle,Staffordshire Bull Terrier X,MALAKAI,Male,ELIZABETH DOWNS,8
156954,White,Maltese X,SCOOBY,Male,ELIZABETH NORTH,3
156955,Fawn,Pug,ATARI,Desexed Female,SMITHFIELD PLAINS,6
156956,Gold,Jack Russell Terrier,ALLES,Desexed Female,CRAIGMORE,3
156957,Black/White,Shih Tzu X,NIK,Desexed Male,CRAIGMORE,12
156958,Brindle,Staffordshire Bull Terrier,RUBY,Female,ELIZABETH DOWNS,7
156959,White,Jack Russell Terrier,JJ,Male,CRAIGMORE,13
156960,Black/White,Maltese X,CACIQUE,Desexed Male,ANDREWS FARM,9
156961,Blue,Australian Cattle Dog X,KASBUR,Desexed Female,CRAIGMORE,8
156962,Black,Cavalier King Charles Spaniel,BARON,Male,CRAIGMORE,3
156963,Brindle,British Bulldog,zoes,Male,ELIZABETH DOWNS,13
156964,White,Maltese X,SNOWFLAKE,Desexed Female,CRAIGMORE,11
156965,Black/White,Border Collie,QUEENIE,Female,CRAIGMORE,1
156966,Brown,Maltese X,MUMBLES,Desexed Male,DAVOREN PARK,3
156967,Brindle,Staffordshire Bull Terrier X,KANE,Desexed Male,ELIZABETH DOWNS,9
156968,Tan/White,Staffordshire Bull Terrier X,RUBY,Female,ELIZABETH DOWNS,5
156969,Black,Rottweiler X,MISSY,Female,ELIZABETH DOWNS,12
156970,Tri-Colored,Chihuahua,MELINA,Desexed Female,CRAIGMORE,1
156971,Black,Labrador Retriever,NERO,Male,BIBARINGA,10
156972,Brown/White,Jack Russell Terrier,SAM,Male,CRAIGMORE,7
156973,White/Red,Australian Cattle Dog X,DEE DEE,Female,DAVOREN PARK,6
156974,Black /Tan,German Shepherd Dog,SAMANTHA,Female,ELIZABETH NORTH,4
156975,Red,Australian Cattle Dog,RED,Male,CRAIGMORE,14
156976,Black/Brown,Australian Kelpie X,ELSA,Female,ELIZABETH DOWNS,6
156977,Black/White,Maltese X,RAP,Desexed Male,ELIZABETH DOWNS,9
156978,Black /Tan,Australian Cattle Dog X,JAZZ,Desexed Female,HILLBANK,9
156979,Tan/White,German Shepherd Dog,ROCKY,Desexed Female,ELIZABETH DOWNS,14
156980,White,Maltese X,millie,Female,CRAIGMORE,4
156981,White,Maltese,SOPHIE,Desexed Female,CRAIGMORE,1
156982,Black /Tan,Bull Terrier,BRUNO,Male,ELIZABETH PARK,14
156983,Black/White,Maltese X,wally,Desexed Male,CRAIGMORE,14
156984,White,Maltese X,TIN TIN,Desexed Male,CRAIGMORE,9
156985,Biscuit,Rhodesian Ridgeback,LOUIE,Male,CRAIGMORE,2
156986,White,Maltese,SAVANNAH,Desexed Female,DAVOREN PARK,5
156987,Apricot,Poodle,PEACHES,Female,CRAIGMORE,11
156988,White,Maltese X,MINNIE,Female,DAVOREN PARK,13
156989,Tan/White,Staffordshire Bull Terrier,LEXI,Desexed Female,ANDREWS FARM,12
156990,Black/White,Border Collie X,MOLLY,Female,CRAIGMORE,10
156991,White,Maltese X,PATCH,Desexed Male,ELIZABETH GROVE,7
156992,Brown/White,Jack Russell Terrier,ODIE,Male,ELIZABETH DOWNS,5
156993,Gold,Golden Retriever X,CASTIEL,Male,ELIZABETH NORTH,12
156994,Tan/White,Australian Terrier,PRINCESS,Female,ELIZABETH PARK,6
156995,Brindle,Australian Terrier,BUSTER,Male,ELIZABETH PARK,2
156996,White,Bulldog,JEDA,Female,ELIZABETH SOUTH,13
156997,Black/Grey,Cavalier King Charles Spaniel X,MISSY,Female,CRAIGMORE,9
156998,Black,Labrador Retriever X,BUDDY,Desexed Male,CRAIGMORE,10
156999,Brown,Shar Pei,COCO,Female,CRAIGMORE,4
157000,White,Maltese,MUFFIN,Female,ELIZABETH DOWNS,6
157001,White,Maltese X,BUFFY,Female,ELIZABETH DOWNS,11
157002,Black /Tan,Rottweiler,HARLEY,Male,ELIZABETH DOWNS,13
157003,Grey/White,Siberian Husky,SASHA,Female,CRAIGMORE,13
157004,White,Maltese X,ROCKY,Desexed Male,ELIZABETH PARK,2
157005,Brown/White,Jack Russell Terrier X,BUDDY,Male,CRAIGMORE,2
157006,Black/White,Akita,MIKO LOWIE,Desexed Female,CRAIGMORE,12
157007,Brown/White,Akita,KOBE,Male,CRAIGMORE,7
157008,Black,Boxer X,JUSTICE,Desexed Male,ELIZABETH DOWNS,11
157009,Tan,Shar Pei,ROXY,Female,CRAIGMORE,7
157010,Tri-Colored,King Charles Spaniel,JENSEN,Desexed Male,MUNNO PARA WEST,6
157011,Brindle,American Staffordshire Terrier,ROCKY,Desexed Male,ELIZABETH DOWNS,14
157012,Brindle,Staffordshire Bull Terrier X,KAHLUA,Female,ELIZABETH DOWNS,7
157013,Black/White,Fox Terrier (Smooth)  X,JIMMY,Desexed Male,ELIZABETH DOWNS,5
157014,Fawn,English Setter,KYRA,Female,ELIZABETH DOWNS,13
157015,Blue,Australian Cattle Dog,JAZZ,Desexed Male,ANDREWS FARM,1
