Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb,Age
116431,White,Maltese,MUSHKA,Desexed Female,ELIZABETH PARK,13
116481,Tan,Chihuahua X,MISSY,Female,CRAIGMORE,9
116517,Tan,Chihuahua X,MACK,Female,ANGLE VALE,8
116531,Black /Tan,German Shepherd Dog,MINDY,Female,ELIZABETH DOWNS,3
116541,Black /Tan,Chihuahua,JEMMA,Female,ANDREWS FARM,8
116548,Black,Poodle,BELLA,Female,HILLBANK,6
116549,Cream/Black,Maltese X,SHAMPAS,Desexed Female,MUNNO PARA WEST,12
116556,Black /Tan,Australian Terrier,ROSIE,Female,CRAIGMORE,6
116557,White,Fox Terrier (Smooth),DUDE,Male,MUNNO PARA,4
116573,Black /Tan,German Shepherd Dog,TARA,Female,ELIZABETH GROVE,5
116626,White,Jack Russell Terrier,STORMY,Female,DAVOREN PARK,11
116663,Tri-Colored,Beagle,RUBY,Female,HILLBANK,9
116718,Black,Collie (Rough Coat) X,SNOOPY,Male,SMITHFIELD,14
116721,White,Bull Terrier X,DOZA,Male,CRAIGMORE,5
116745,Black /Tan,Rottweiler X,MILLIE,Desexed Female,DAVOREN PARK,13
116748,Cream/Black,Maltese X,ZOE,Desexed Female,HILLBANK,2
116765,Brown,Poodle (Miniature) X,HERCULES,Male,BIBARINGA,6
116772,White,Poodle Standard,KAT,Female,HILLBANK,1
116829,White/Tan,Lhasa Apso,GIZMO,Male,ELIZABETH DOWNS,11
116857,Gold,Golden Retriever,ALASKA,Male,BLAKEVIEW,11
116861,White,Maltese,FIFI,Desexed Female,ELIZABETH,5
116863,White,Maltese X,CINDY,Female,MUNNO PARA WEST,2
116864,White,Maltese X,BENGI,Male,MUNNO PARA WEST,13
116885,White/Brown,Pointer,BUZZ,Male,HILLBANK,11
116976,White,Chihuahua,ROCKY,Male,BLAKEVIEW,1
116986,Black /Tan,Maltese X,FINN,Desexed Male,CRAIGMORE,7
116998,Black,Australian Kelpie X,DAISY,Desexed Female,ELIZABETH,14
116999,Black,Australian Kelpie X,DINK,Desexed Female,ELIZABETH,10
117015,Tan,Cocker Spaniel,MOLLY,Desexed Female,HILLBANK,3
117029,Black/White,Cocker Spaniel,MAX,Male,ELIZABETH DOWNS,7
117031,Fawn/White,Jack Russell Terrier,KYA,Desexed Female,ANDREWS FARM,13
117084,White,Tenterfield Terrier,DAISY,Female,CRAIGMORE,2
117100,Tri-Colored,Jack Russell Terrier,PRECIOUS,Female,VIRGINIA,2
117102,White,Akita,KEISHA,Desexed Female,MUNNO PARA WEST,6
117104,Gold/White,Spaniel,CODY,Desexed Male,ELIZABETH DOWNS,5
117111,Brindle/White,Staffordshire Bull Terrier,BOMBER,Male,CRAIGMORE,10
117115,White,Maltese X,SCAMP,Desexed Female,ELIZABETH EAST,12
117134,White/Tan,Tenterfield Terrier,TOBY,Male,CRAIGMORE,2
117155,Black,Terrier X,SQUEEK,Desexed Female,CRAIGMORE,1
117167,White/Tan,Shih Tzu X,TOBY,Desexed Male,ELIZABETH SOUTH,1
117248,Cream/Brown,Australian Silky Terrier X,SAM,Male,ELIZABETH NORTH,7
117309,Gold/Tan,Cocker Spaniel,MIDORI,Desexed Female,HILLBANK,11
117326,Gold/Tan,Cocker Spaniel,BUDDY,Desexed Male,CRAIGMORE,10
117367,White,Australian Cattle Dog,SCOUCER,Male,ONE TREE HILL,7
117374,Black,Fox Terrier (Smooth),SKIP,Male,DAVOREN PARK,2
117376,White,Shih Tzu X,CLOE,Female,CRAIGMORE,9
117377,Black/White,Maltese X,MOLLY,Desexed Female,CRAIGMORE,9
117407,White/Tan,Jack Russell Terrier,JACK,Male,ONE TREE HILL,8
117408,Yellow,Golden Retriever,MORGAN,Desexed Female,ONE TREE HILL,9
117439,White,Fox Terrier (Smooth),SNOW GIRL,Desexed Female,YATTALUNGA,6
117458,White,Labrador Retriever,BENNO BENJI,Male,ELIZABETH,5
117465,White,Maltese X,CHLOE,Female,DAVOREN PARK,13
117475,White/Tan,Maltese X,WEATIE,Male,HILLBANK,7
117486,White/Tan,Jack Russell Terrier,LINDY,Female,BLAKEVIEW,3
117487,Tri-Colored,Bull Terrier,BO PAPENDELL,Desexed Female,PENFIELD GARDENS,9
117503,Tri-Colored,Collie (Rough Coat) X,BEN,Male,ANGLE VALE,8
117525,Black/White,Maltese X,SISSY,Female,HILLBANK,9
117530,Tan,X Breed,CODIE,Desexed Male,BLAKEVIEW,9
117578,Black/White,Staffordshire Bull Terrier X,ZAC,Male,BLAKEVIEW,4
117584,Black/White,Collie (Rough),BUDDY,Male,HILLBANK,12
117596,Tan/White,Jack Russell Terrier,CLEO,Female,CRAIGMORE,1
117598,White/Grey,Tibetan Spaniel,TULLULAH BLU-BELLE,Female,ELIZABETH DOWNS,2
117605,Gold Sandy,Australian Cattle Dog,SANDY,Female,ANDREWS FARM,13
117609,White/Brown,Fox Terrier (Smooth),CASSIE,Female,CRAIGMORE,3
117650,Tri-Colored,Australian Cattle Dog,SNOOPY,Desexed Female,ELIZABETH PARK,7
117662,White,Maltese,RUPERT,Desexed Male,ELIZABETH NORTH,4
117674,Tri-Colored,Beagle,LARA,Desexed Female,ELIZABETH DOWNS,12
117680,Tan/Black,Dachshund X,TARA,Desexed Female,ELIZABETH PARK,5
117692,White,Maltese X,THOMAS,Male,HILLBANK,6
117713,Brown,Alaskan Malamute,YOSHI,Male,ELIZABETH VALE,13
117746,Gold,Golden Retriever,JAMIE,Male,ELIZABETH GROVE,5
117777,Black,Poodle (Toy),BENJI,Male,BLAKEVIEW,12
117779,Tan/White,Staffordshire Bull Terrier X,STOMPER,Male,BLAKEVIEW,10
117785,Liver,German Shorthaired Pointer,NIKITA,Desexed Female,HILLBANK,1
117790,Black /Tan,Rottweiler,CONAN,Male,WATERLOO CORNER,4
117796,Black/White,Border Collie,RILEY,Male,BLAKEVIEW,11
117811,Black/Brindle,Staffordshire Bull Terrier X,SHAKIRA,Desexed Female,ELIZABETH,9
117817,Brown/Tan,Maltese X,HOLLY,Female,CRAIGMORE,12
117843,Black /Tan,Australian Terrier,SAMMY,Male,CRAIGMORE,5
117848,Tri-Colored,Australian Kelpie X,SOPHIE,Desexed Female,ELIZABETH VALE,4
117862,White,West Highland White Terrier,WINSTON,Desexed Male,BLAKEVIEW,3
117883,White,Maltese,SHAGGY,Male,SMITHFIELD,9
117888,Tri-Colored,Jack Russell Terrier,BELLA,Desexed Female,VIRGINIA,2
117895,Black,Maltese X,REX,Male,CRAIGMORE,10
117908,White,Maltese X,SHADOW,Desexed Male,ELIZABETH GROVE,11
117925,Tri-Colored,Tenterfield Terrier,SCULLY,Female,ELIZABETH EAST,11
117941,White,Shih Tzu X,CINDY,Female,ELIZABETH NORTH,3
117962,Black /Tan,Dachshund,OLLIE,Male,ELIZABETH DOWNS,6
117967,White/Brown,Maltese X,SOPHIE,Female,BLAKEVIEW,5
117975,Black,Staffordshire Bull Terrier,QUIKO,Male,ANDREWS FARM,7
117980,Fawn,Italian Greyhound,GYPSY (GINA),Desexed Female,BLAKEVIEW,4
117984,Black/Brown,Rottweiler X,ROCKY,Male,ANGLE VALE,6
117989,Tri-Colored,Maltese X,MONTY,Male,CRAIGMORE,8
118009,Tri-Colored,Maltese X,PHEONIX,Male,CRAIGMORE,3
118017,Salt & Pepper,Schnauzer (Miniature),CHARM,Female,CRAIGMORE,8
118018,Salt & Pepper,Schnauzer (Miniature),CHARLIE,Male,CRAIGMORE,1
118040,Cream,Maltese X,MONTY,Male,ANDREWS FARM,6
118042,White,Fox Terrier (Smooth)  X,MISSY,Female,SMITHFIELD PLAINS,6
118058,White,Jack Russell Terrier,SALLY,Desexed Female,ELIZABETH NORTH,5
118059,Black /Tan,Australian Terrier,JAZMIN,Female,HILLBANK,11
118060,Tan/White,Jack Russell Terrier,KIPPER,Male,BLAKEVIEW,4
118088,Black /Tan,German Shepherd Dog,SASHA,Female,CRAIGMORE,10
118096,Black,Labrador Retriever,JET,Male,ANGLE VALE,8
118099,Black/White,Border Collie,EJ,Desexed Female,ELIZABETH PARK,13
118100,Brown,Australian Kelpie,NITRO,Male,YATTALUNGA,10
118145,Black,Rottweiler X,ZOE,Female,ANDREWS FARM,12
118146,Tri-Colored,Border Collie X,BOMBER,Desexed Male,CRAIGMORE,10
118166,Black/Brindle,Australian Cattle Dog X,LUCKY,Female,ANDREWS FARM,5
118183,Black /Tan,Jack Russell Terrier X,LACY,Female,BLAKEVIEW,10
118198,Red,Australian Cattle Dog,LUCY RED,Female,ANDREWS FARM,1
118233,Red/Brown,Australian Kelpie X,MEG,Female,HILLBANK,8
118238,Black/White,X Breed,PATCH,Male,ANDREWS FARM,12
118247,Black/Brindle,Bull Terrier,ANGEL,Desexed Female,BLAKEVIEW,9
118275,Red/White,Australian Cattle Dog,BUSTER,Male,DAVOREN PARK,9
118282,Dark Brown,Australian Kelpie X,TESS,Desexed Female,ANGLE VALE,8
118288,Black/White,Japanese Chin,PANDY,Female,BLAKEVIEW,6
118307,Black,Labrador Retriever,JAY DEE,Female,CRAIGMORE,6
118319,Beige/White,Tenterfield Terrier,SHAKIRA LEA,Female,ELIZABETH PARK,11
118320,White,Maltese X,ALLEY,Female,HILLBANK,12
118334,Black,Terrier X,JASPER,Male,ANDREWS FARM,10
118368,Tri-Colored,Jack Russell Terrier,JACK,Male,HILLBANK,3
118395,Black/White,Border Collie,JAKE,Desexed Male,ANDREWS FARM,1
118400,Tri-Colored,Australian Cattle Dog,MAX,Desexed Male,ELIZABETH EAST,1
118408,Black,Maltese X,LEO,Male,CRAIGMORE,10
118415,Gold,Labrador Retriever,CHARLIE,Male,HILLBANK,3
118430,Black/White,Fox Terrier (Smooth),SAM,Male,ELIZABETH PARK,9
118461,Cream,Pomeranian,MATILDA,Female,ANGLE VALE,10
118475,White,Fox Terrier (Smooth),JACK,Desexed Male,CRAIGMORE,8
118532,Sandy,Shar Pei,SASSY,Female,ANGLE VALE,1
118547,Tan,Chihuahua,DAISY,Desexed Female,HILLBANK,1
118561,Tan/Brown,Australian Kelpie X,RILEY,Desexed Female,BIBARINGA,5
118564,Apricot,Pomeranian,SHELLEY,Female,CRAIGMORE,4
118582,White,Maltese X,CHLOE,Female,CRAIGMORE,10
118597,Black /Tan,Rottweiler X,BRANDY,Female,ANDREWS FARM,13
118601,White,Dalmation,BELLA,Female,ELIZABETH VALE,3
118603,Tri-Colored,Maltese X,CINDY,Female,DAVOREN PARK,5
118612,Fawn/Tan,Shih Tzu,ZACK,Male,SMITHFIELD,10
118617,White/Brown,Maltese X,PENNY,Desexed Female,ELIZABETH PARK,13
118621,Black /Tan,German Shepherd Dog,MACCA,Male,CRAIGMORE,10
118627,Unknown,Schnauzer (Miniature),OSCAR,Male,BLAKEVIEW,5
118632,White,Maltese X,MUFFY,Female,ELIZABETH GROVE,13
118633,Black,Poodle,SOOTY,Desexed Female,HILLBANK,3
118647,Black/White,Shih Tzu X,MITZI,Female,CRAIGMORE,3
118648,Black,Australian Cattle Dog X,BELLA,Female,VIRGINIA,8
118652,Tri-Colored,Jack Russell Terrier,CHLOE,Female,CRAIGMORE,12
118655,White,Maltese X,TEDDY,Male,HILLBANK,10
118658,White,Chihuahua,PENNY,Desexed Female,ELIZABETH NORTH,13
118664,Black,Collie (Rough Coat) X,OSO,Male,DAVOREN PARK,3
118672,Tan,Chihuahua,AUSSIE,Desexed Male,ELIZABETH DOWNS,6
118674,Tan/White,Tenterfield Terrier,TRAFFORD,Male,ELIZABETH EAST,10
118679,Black/White,Chihuahua X,MAX,Male,ELIZABETH PARK,13
118695,White/Tan,Jack Russell Terrier,J.J,Male,HILLBANK,8
118696,Black /Tan,Rottweiler,SASHA,Female,CRAIGMORE,11
118708,Brown/White,Australian Kelpie X,ANGEL,Male,ELIZABETH VALE,14
118710,Grey/Blue,Australian Cattle Dog X,BLUEY,Desexed Female,MUNNO PARA,4
118716,Black,Cavalier King Charles Spaniel,JESSIE,Female,CRAIGMORE,13
118721,Cream,Golden Retriever,SOCRATES,Male,MUNNO PARA,8
118722,White/Tan,Maltese X,TOBY,Male,ELIZABETH EAST,14
118726,Black /Tan,Australian Silky Terrier X,BECKY,Desexed Female,ELIZABETH VALE,7
118727,White,Bichon Frise,BECKY,Desexed Female,ELIZABETH VALE,8
118735,Brindle/Tan,Australian Kelpie X,D.D,Desexed Female,ONE TREE HILL,14
118748,White,Maltese X,HOLLY,Female,ELIZABETH DOWNS,12
118766,Blue/Roan,Australian Cattle Dog X,TESS,Female,CRAIGMORE,12
118771,White/Brown,Terrier,ROCKY,Male,CRAIGMORE,9
118788,Black/Brown,German Shepherd Dog,KIRA,Female,SMITHFIELD,10
118795,White,Maltese,CINDY,Female,ELIZABETH EAST,14
118806,Tan,Chihuahua,JACK,Desexed Male,CRAIGMORE,14
118845,Blue,Australian Cattle Dog X,BANDIT,Male,ELIZABETH GROVE,5
118858,Honey/White,Collie (Rough),KIRA,Female,BLAKEVIEW,13
118864,Black/White,Jack Russell Terrier X,SCAMP,Male,ELIZABETH NORTH,9
118867,White,Maltese,MAXWELL,Desexed Male,ANDREWS FARM,9
118879,Fawn/Gold,X Breed,MATEY,Male,ELIZABETH SOUTH,11
118882,Tri-Colored,Cavalier King Charles Spaniel,MCDOUGALL,Male,ELIZABETH PARK,11
118894,Black,Schnauzer,CHLOE,Desexed Female,CRAIGMORE,12
118896,Salt & Pepper,Schnauzer,COOPER,Desexed Male,CRAIGMORE,4
118913,White,English Springer Spaniel,BONNIE,Female,CRAIGMORE,9
118921,Fawn,X Breed,BABY,Desexed Female,DAVOREN PARK,7
118923,Black /Tan,Dobermann,TYRA,Female,DAVOREN PARK,3
118931,Black,Australian Kelpie X,CINDY,Female,ELIZABETH SOUTH,12
118935,White,Fox Terrier (Smooth),BROWNY,Desexed Female,SMITHFIELD PLAINS,13
118962,White/Tan,Jack Russell Terrier,SNOOPY,Female,ELIZABETH NORTH,13
118966,Black/White,Collie (Rough),BLACKY,Male,WATERLOO CORNER,10
118993,Dark Brown,Australian Silky Terrier,MONTY,Male,ONE TREE HILL,6
118996,Tan/White,Cavalier King Charles Spaniel X,BELLA,Female,CRAIGMORE,9
119000,Black/White,Collie (Rough Coat) X,MISSY,Female,HILLBANK,9
119002,Tan,Maltese X,CODY,Desexed Male,CRAIGMORE,10
119008,White,Cavalier King Charles Spaniel,LILEY,Desexed Female,MUNNO PARA,8
119010,Cream,Poodle X,HOLLY,Female,MUNNO PARA WEST,3
119039,Brindle/White,Staffordshire Bull Terrier X,GUINNESS,Male,BUCKLAND PARK,9
119044,Black,X Breed,SASHA,Female,ELIZABETH NORTH,1
119054,Tan,German Shepherd Dog X,MUTTLEY,Male,ELIZABETH DOWNS,10
119059,Black /Tan,German Shepherd Dog,JACKAL,Desexed Male,ANGLE VALE,8
119063,Black/White,Border Collie,SOPHIE,Desexed Female,YATTALUNGA,12
119064,Tri-Colored,Border Collie,CHELSEA,Desexed Female,YATTALUNGA,8
119074,Brown,Australian Cattle Dog,LALITA,Desexed Female,PENFIELD,2
119078,Tri-Colored,Shih Tzu,MONTY,Male,ANGLE VALE,7
119091,Black,Australian Kelpie X,BRONNIE,Desexed Female,HUMBUG SCRUB,8
119094,Brown,Border Collie X,KING,Male,ANDREWS FARM,1
119099,Black,Australian Kelpie X,TIFFANY,Female,ANGLE VALE,12
119100,Black /Tan,Fox Terrier (Smooth),TAZZIE,Male,ANDREWS FARM,6
119133,White,Maltese X,BAILEY,Male,ELIZABETH DOWNS,9
119144,Grey,Australian Silky Terrier X,JESSIE,Female,ELIZABETH PARK,7
119164,White,Jack Russell Terrier,TOBY,Male,ELIZABETH VALE,3
119179,Black /Tan,Australian Silky Terrier,PIPPEN,Desexed Female,CRAIGMORE,6
119193,Brown/White,Jack Russell Terrier,JACK,Desexed Male,CRAIGMORE,4
119206,Brown/White,Jack Russell Terrier,MINI,Desexed Female,BLAKEVIEW,6
119217,Tan/Black,Australian Cattle Dog X,buddy,Desexed Male,SMITHFIELD,1
119221,Tri-Colored,Jack Russell Terrier,MILLIE,Desexed Female,HILLBANK,11
119222,White,Maltese,ARCHIE,Desexed Male,HILLBANK,9
119229,Grey,Australian Silky Terrier,EMMA,Desexed Female,CRAIGMORE,12
119245,Black/White,Border Collie,JESSIE,Female,CRAIGMORE,9
119251,White/Tan,Jack Russell Terrier X,BUDDY,Male,ELIZABETH VALE,7
119252,Gold,Rhodesian Ridgeback,SAM,Male,ELIZABETH VALE,7
119259,Black /Tan,Australian Kelpie X,CHAMP,Male,ELIZABETH VALE,14
119267,White/Tan,Maltese,ZAC,Desexed Male,HILLBANK,1
119270,Black,Labrador Retriever,KRYSTAL,Female,CRAIGMORE,2
119280,Black,Australian Kelpie,SPARKY,Female,CRAIGMORE,9
119286,Cream,Labrador Retriever,PELE,Desexed Male,ANDREWS FARM,9
119289,Black/White,Australian Cattle Dog,SILLY BILLY BUSTER,Desexed Female,ELIZABETH GROVE,4
119299,Cream/Tan,Chihuahua,TINY,Desexed Female,SMITHFIELD PLAINS,4
119317,Brown/Black,Staffordshire Bull Terrier X,HARLEY,Male,ANDREWS FARM,9
119329,Brown,Shih Tzu X,PEE WEE,Male,WATERLOO CORNER,13
119333,Brown/White,Maltese X,MILO,Male,MUNNO PARA,11
119345,White,Shih Tzu X,MISS PIPKINS,Female,ELIZABETH DOWNS,7
119355,Tri-Colored,Terrier,SKIPPER,Female,ELIZABETH SOUTH,7
119358,Black/White,Chihuahua,JESSIE,Desexed Female,HILLBANK,12
119424,Black,Chihuahua,BLUE,Desexed Female,SMITHFIELD,14
119425,Tan/White,Jack Russell Terrier,MADDY,Female,ELIZABETH EAST,14
119434,Black,Rottweiler X,GYPSY,Desexed Female,MUNNO PARA,13
119444,Black/Grey,Australian Cattle Dog X,JERRY,Male,ELIZABETH GROVE,11
119448,White/Black,Jack Russell Terrier,MAGGIE,Female,ELIZABETH GROVE,5
119461,Black/White,Jack Russell Terrier X,BENNY,Male,ELIZABETH SOUTH,8
119463,Brindle,Staffordshire Bull Terrier,BUNDY,Male,CRAIGMORE,4
119466,Black /Tan,Maltese X,WINSTON,Male,CRAIGMORE,7
119468,White,Maltese,CHLOE,Female,ELIZABETH SOUTH,14
119480,Tan,Labrador Retriever X,MAGGIE,Female,ELIZABETH VALE,7
119488,Tan/White,Jack Russell Terrier,SADDLE,Female,ELIZABETH VALE,13
119509,Dark Brindle,Staffordshire Bull Terrier,ELLY,Desexed Female,ELIZABETH NORTH,14
119512,White/Apricot,Maltese X,PEBBLES,Female,ELIZABETH SOUTH,3
119525,Gold,Labrador Retriever,HOLLY,Desexed Female,EVANSTON PARK,7
119551,Black/White,Jack Russell Terrier X,MISSY,Desexed Female,ELIZABETH GROVE,11
119555,Black/White,Staffordshire Bull Terrier X,PEPPER,Female,ELIZABETH PARK,11
119603,Black /Tan,Australian Silky Terrier,MILO,Male,CRAIGMORE,13
119604,Tan,Australian Silky Terrier,SCRUFFY,Male,CRAIGMORE,4
119609,White,Maltese X,LONKA,Female,GOULD CREEK,11
119627,Red,Australian Cattle Dog,CANDY,Desexed Female,ELIZABETH EAST,14
119636,Black/White,Jack Russell Terrier X,MINDY,Desexed Female,CRAIGMORE,5
119650,Black/Blue,Australian Cattle Dog X,MAX,Desexed Female,ELIZABETH PARK,6
119657,Black /Tan,Airedale Terrier,MOLLY,Desexed Female,HILLBANK,8
119667,Black,Labrador Retriever X,BUDDY,Male,CRAIGMORE,8
119683,Tri-Colored,Maltese X,COOPER,Desexed Male,HILLBANK,9
119684,Black/White,Maltese X,GEORGIE,Desexed Female,HILLBANK,3
119725,White,Maltese,CASSIE,Desexed Female,ELIZABETH DOWNS,7
119730,Blue/Roan,Cocker Spaniel,LISSY,Desexed Female,ANDREWS FARM,6
119737,Gold,Golden Retriever,LUCY,Desexed Female,ANDREWS FARM,10
119740,White,Chihuahua,COCOA,Desexed Female,ELIZABETH NORTH,13
119741,White,Chihuahua,DEVIL,Male,ELIZABETH NORTH,3
119767,Apricot,Chihuahua,Gabbi,Female,VIRGINIA,9
119797,White,Shih Tzu X,LULU,Female,ELIZABETH PARK,13
119800,Black,Poodle X,JOSEPH,Male,CRAIGMORE,2
119829,Tan/Cream,Shih Tzu X,MILO,Desexed Male,BLAKEVIEW,6
119835,Light Tan,Australian Silky Terrier X,MILO,Desexed Female,ELIZABETH SOUTH,3
119864,Black,Curly Coated Retriever,ELLA,Desexed Female,ELIZABETH EAST,10
119880,Fawn,Chihuahua,LILLY,Female,ELIZABETH EAST,9
119881,Sandy,Terrier X,TOBIE,Desexed Male,ELIZABETH DOWNS,10
119886,Brindle,Staffordshire Bull Terrier,COOGAN,Male,ELIZABETH NORTH,9
119892,Black/Grey,Australian Silky Terrier,WALLY,Male,BLAKEVIEW,1
119904,Black/White,Bearded Collie,STEFFI,Desexed Female,ANGLE VALE,8
119909,Brindle/White,Bull Terrier X,RUSTY,Male,BLAKEVIEW,8
119920,White,Tenterfield Terrier,GRACE,Female,BLAKEVIEW,4
119936,Tri-Colored,Belgian Shepherd Dog,INSPECTOR REX,Desexed Male,ELIZABETH PARK,1
119948,White,Maltese,HENDRIX,Male,ELIZABETH NORTH,5
119957,White,Poodle X,TEDDY,Male,HILLBANK,1
119976,Brown,Chihuahua,SPIKE,Male,PENFIELD GARDENS,13
119977,White,Jack Russell Terrier,MONTY,Male,SMITHFIELD,9
120022,Black/White,Border Collie,SCARLET,Female,ELIZABETH PARK,11
120032,Gold,Spaniel,TESS,Female,ONE TREE HILL,13
120039,Blue,Cocker Spaniel,BOOFA,Male,CRAIGMORE,14
120046,Tri-Colored,Bassett Hound X,ROCK,Male,CRAIGMORE,3
120050,White,Chihuahua,SASHA,Female,SMITHFIELD PLAINS,7
120074,White,Maltese X,MAGGIE,Female,CRAIGMORE,7
120087,Grey,Collie (Rough),BESS,Female,ELIZABETH NORTH,12
120092,White/Tan,Shih Tzu X,TAZ,Male,HILLBANK,9
120093,White,Maltese,BEAU,Male,ELIZABETH DOWNS,14
120096,Black/White,Collie (Rough Coat) X,LUCKY,Desexed Female,CRAIGMORE,3
120102,White/Tan,Jack Russell Terrier,TYSON,Desexed Male,ANDREWS FARM,5
120111,White/Tan,Chihuahua X,BELLA,Desexed Female,ANDREWS FARM,13
120118,Black,Maltese X,ARCHIE,Male,ELIZABETH GROVE,6
120174,White,Jack Russell Terrier X,POSS,Desexed Male,CRAIGMORE,13
120184,Black /Tan,Australian Kelpie X,TORI,Female,ANGLE VALE,11
120210,White,Shih Tzu X,WOLLY,Male,ELIZABETH VALE,7
120218,Black,Staffordshire Bull Terrier X,GEORDIE,Female,HILLBANK,4
120221,White/Tan,Jack Russell Terrier,JACK,Male,ELIZABETH EAST,14
120249,Blue,Cocker Spaniel,NELSON,Male,HILLBANK,2
120300,White,Labrador Retriever X,KYZA,Male,ELIZABETH EAST,13
120305,White,Maltese X,WILLY,Male,CRAIGMORE,9
120315,White,Maltese,RUSKI,Male,ELIZABETH PARK,11
120333,Black,Labrador Retriever X,KAI,Female,DAVOREN PARK,13
120334,Black/White,Border Collie X,KIRA,Female,CRAIGMORE,3
120360,Tri-Colored,Maltese X,LANA,Female,CRAIGMORE,4
120366,Red,Pomeranian,MURPHY,Female,ELIZABETH,3
120375,Black /Tan,German Shepherd Dog,KELLY,Female,BLAKEVIEW,3
120378,Tri-Colored,Maltese X,CHYKO,Male,ELIZABETH DOWNS,9
120381,Brown/Black,Australian Terrier,PETER,Male,ELIZABETH EAST,3
120392,Black /Tan,German Shepherd Dog,KLINK,Male,ELIZABETH EAST,2
120396,Black,Jack Russell Terrier X,DUSTY,Male,ELIZABETH GROVE,4
120403,Tan,Pomeranian X,FIDO,Male,ELIZABETH DOWNS,14
120410,Gold,Labrador Retriever,KANE,Male,BIBARINGA,1
120415,Brown/White,Jack Russell Terrier,SHERRY,Desexed Female,CRAIGMORE,3
120418,White/Brown,Chihuahua,MAGGIE,Female,ANDREWS FARM,2
120425,Brown/White,Jack Russell Terrier,JACK,Male,CRAIGMORE,7
120451,White/Tan,Maltese X,SKY,Female,CRAIGMORE,10
120453,Brindle,Staffordshire Bull Terrier X,SLICK,Male,DAVOREN PARK,13
120457,White,Australian Cattle Dog,SALLY,Female,DAVOREN PARK,2
120462,Gold,Golden Retriever,OSCAR,Male,ELIZABETH EAST,9
120489,White,Maltese X,TOBY,Male,MUNNO PARA WEST,1
120517,White,Cairn Terrier X,PRINCE,Male,ELIZABETH GROVE,6
120535,Black /Tan,Rottweiler X,CHUCKY,Male,CRAIGMORE,7
120564,Tan,Fox Terrier (Smooth)  X,MISTY,Desexed Female,CRAIGMORE,7
120585,Black/White,Border Collie X,CLEO,Desexed Female,CRAIGMORE,5
120595,Black/White,Spaniel,BELLA-JESSIE,Female,HILLBANK,4
120626,White,Maltese X,MISSY,Female,ANGLE VALE,13
120627,White,Maltese X,BENNY,Male,ANGLE VALE,8
120645,Black,Poodle (Miniature),TARSHA,Female,BLAKEVIEW,3
120648,Black,Australian Kelpie,CUDDLES,Female,DAVOREN PARK,1
120655,Brown,Akita,SHADOW,Female,HILLBANK,7
120672,Brown/Tan,Australian Kelpie,SASHA,Female,BIBARINGA,12
120701,Tri-Colored,Maltese X,SCOOTER,Male,HILLBANK,11
120702,Black/White,Border Collie,CHASE,Female,ANDREWS FARM,5
120706,Tri-Colored,Poodle X,ANGEL,Female,ANGLE VALE,14
120747,Tri-Colored,Australian Kelpie X,COCO,Female,HUMBUG SCRUB,1
120758,Black,Australian Kelpie X,OZZIE,Female,ELIZABETH NORTH,8
120773,Fawn/White,Staffordshire Bull Terrier,ARMANI,Female,BUCKLAND PARK,3
120776,White,Shih Tzu X,OSCAR,Male,VIRGINIA,10
120781,Black,Labrador Retriever X,MAC,Male,BLAKEVIEW,10
120782,Black/White,Border Collie,JACK,Male,MUNNO PARA DOWNS,5
120783,Black,Labrador Retriever X,BOOKA-T,Desexed Male,CRAIGMORE,13
120789,Tri-Colored,Tenterfield Terrier,JOEY,Female,SMITHFIELD PLAINS,10
120804,Blenheim,Cavalier King Charles Spaniel,ROSIE,Desexed Female,CRAIGMORE,5
120816,Black,Australian Kelpie,SCAMP,Female,DAVOREN PARK,1
120819,Blue,Australian Cattle Dog,BLADE,Male,ELIZABETH DOWNS,11
120823,White,Maltese,BENNIE,Male,ELIZABETH NORTH,12
120830,Tri-Colored,Staffordshire Bull Terrier X,SHARNIE,Female,ELIZABETH,10
120833,Black/Brindle,Staffordshire Bull Terrier,BRONSON,Male,ONE TREE HILL,10
120868,White,Jack Russell Terrier,ALPHIE,Male,ELIZABETH DOWNS,13
120908,Grey,Keeshond,SOESKE,Female,ELIZABETH VALE,5
120944,Red,Australian Cattle Dog,BRUTUS,Desexed Male,ANGLE VALE,11
120966,Red/Wheaten,Rhodesian Ridgeback,ISHEA,Desexed Female,CRAIGMORE,5
120993,White,Maltese,SEBASTIAN,Desexed Male,DAVOREN PARK,12
121007,White/Sandy,Maltese X,ANGEL,Female,ELIZABETH GROVE,3
121011,Black /Tan,Rottweiler,TANK,Desexed Female,ANGLE VALE,9
121017,White,Maltese X,CHANTELLE,Female,CRAIGMORE,1
121020,Brown,Australian Kelpie,POPPY,Desexed,DAVOREN PARK,2
121030,Grey,Australian Kelpie X,BAILEY,Male,BLAKEVIEW,3
121031,Black/White,Border Collie X,SNOOPY,Male,CRAIGMORE,4
121051,Light Brown,Chihuahua X,HEIDI,Desexed Female,ELIZABETH PARK,2
121056,Cream,Maltese X,SYDNEY,Male,ELIZABETH EAST,9
121060,Black/White,Tenterfield Terrier X,BUSTER,Male,BLAKEVIEW,1
